friends over playing board games	Game night with Mark and Sarah at our apartment, playing Catan, from a few months ago.	Dinner out with Mark and Sarah last week	Playing poker with my work colleagues	Family game night playing Monopoly	Watching the incredible sunset over the Grand Canyon during our cross-country road trip, July 2023.	Our cat, Mittens, sleeping on the windowsill on a rainy Saturday afternoon in March 2024.	Olivia's school play where she was a tree, December 2023.	Crossing the finish line at the New York City Marathon, November 5th, 2023. I was so exhausted but proud.
our 5 year anniversary celebration	Our 5th anniversary dinner at 'The Waterfront Grill', just the two of us, July 2024.	My birthday dinner with the whole family	Our wedding photos from 2019	Valentine's Day 2024 at home	My daughter Chloe's first steps in the living room, March 2022.	Me presenting the 'Project Atlas' update at the annual company offsite in Austin, September 2023.	Video of Lily's first school play where she was a tree, December 2023.	Group photo with my college friends Mark, Dave, and Chloe at the Golden Gate Bridge during our San Francisco reunion trip, May 2023.
Photos from our Lake Tahoe family vacation	Watching the sunset over Lake Tahoe from our cabin's balcony, summer vacation 2022.	Watching the sunrise on the beach in Florida	Hiking around Lake Tahoe during the day	Our winter ski trip to the cabin	Baby Chloe taking her first steps in the hallway, January 2024.	A selfie with my best friends, Maria and Chloe, at the Taylor Swift concert, MetLife Stadium, July 2024.	Hiking the Angels Landing trail at Zion National Park with my brother Tom at sunrise, September 2022.	Baby Leo's first steps in the living room, surrounded by his toys, March 5, 2024.
Sunset photos from our honeymoon in Greece	Watching the sunset over the ocean from our hotel balcony in Santorini, Greece, on our honeymoon, June 2021.	Watching the sunrise over the mountains in Hawaii	Our honeymoon in Italy	A family vacation to Mykonos	Me and Sarah in front of the Eiffel Tower during our Paris trip, September 2023.	My work team's annual offsite retreat at Lake Tahoe, group photo by the water, August 2024.	Our 5th anniversary dinner at that Italian place downtown with the fairy lights, 'La Trattoria'. September 21, 2023.	Carving pumpkins on the back porch with the kids, Halloween 2022.
The day I ran 26.2 miles.	Me crossing the finish line at the city marathon, October 22, 2023.	My training runs for the marathon.	The 5k race I did in the spring.	My friend's marathon finish photos.	Our calico cat, Jasper, sleeping in a cardboard box that's way too small for him.	Team dinner with the marketing department at a steakhouse in downtown Chicago, after the Q3 conference, October 2023.	Me and Sarah watching the sunset over the Grand Canyon, Arizona trip, September 2022.	Hiking the Eagle Peak trail with Alex on a beautiful, sunny autumn day.
My biggest catch	Me holding up the large bass I caught at Lake Tahoe, August 2022.	Family swimming at Lake Tahoe	Kayaking on the lake with friends	Camping trip in Yosemite National Park	The kids carving pumpkins on the back porch for Halloween 2023.	Our team's annual retreat at Lake Tahoe, group photo by the water, September 2023.	Photos from my weekend hiking trip up Mission Peak with the hiking club, last month.	Our cat, Mittens, napping in a sunbeam on the windowsill.
My trip with David to Europe	Me and David in front of the Eiffel Tower during our anniversary trip to Paris, spring 2023.	Our family trip to Rome	Pictures from inside the Louvre museum	David's business trip to London	Celebrating Mark's 30th birthday with a surprise party at The Old Oak pub, last spring.	A video clip of the sunset timelapse I shot from our balcony, July 4th, 2023, with fireworks in the distance.	Photo of me crossing the finish line at the New York City Marathon. So exhausted but so happy! November 2023.	Baby Leo's first steps in our living room, January 12, 2025.
Mom's apple pie recipe	A clear photo of my Mom's handwritten apple pie recipe in her old, worn-out cookbook.	A picture of the apple pie we baked last week	My own recipe for lasagna	Dad's old collection of vinyl records	The whole family dressed up in costumes for Halloween, carving pumpkins on the front porch. October 31, 2022.	Presenting my project at the annual company conference in Chicago, October 2021.	Making homemade pasta with Grandma Maria in her kitchen, a Sunday afternoon in Fall 2022.	Photo of me crossing the finish line at the New York City Marathon. So exhausted but so happy! November 2023.
Hiking with Tom two years ago	Hiking the Angels Landing trail at Zion National Park with my brother Tom at sunrise, September 2022.	Camping trip at Yosemite National Park	Skiing in Colorado with friends	Family beach day in California	Video of my son David scoring the winning goal at his soccer championship game. Spring 2023.	Our marketing team at the annual sales kickoff conference in San Diego, February 2024.	Carving pumpkins with Mark and Chloe in Mark's garage for Halloween 2021.	Celebrating Mom and Dad's 40th wedding anniversary at The Grand Italian restaurant, May 15, 2023.
Me, Alex, and Maria at the top of the mountain	Group photo of me, Alex, and Maria at the summit of Mount Rainier after our hike, August 2024.	Skiing trip in Colorado with friends	Beach day with Alex and Maria	Our hiking trip in Yosemite National Park	Our team's project launch party at the office, celebrating the 'Phoenix' release, December 2021.	My first successful attempt at baking sourdough bread, in the kitchen, March 2023.	Lily's 5th birthday party in the backyard, with the bouncy castle. July 2023.	The kids, Jack and Emily, carving pumpkins and getting messy on the back porch for Halloween 2023.
Halloween last year	The kids carving pumpkins on the back porch for Halloween 2024.	The kids in their Halloween costumes trick-or-treating	Decorating the Christmas tree	Summer BBQ on the back porch	Leo's first time riding his bike without training wheels at Greenwillow Park, May 5, 2024.	My cat Jasper curled up asleep on my warm laptop keyboard, preventing me from working.	Our cat, Mittens, sleeping in a sunbeam on the kitchen floor on a Tuesday afternoon.	Me and the team after winning the local soccer championship, Spring 2023.
That board game night from a few months ago	Game night with Alex, Chloe, and Ben at our apartment, playing Catan. Sometime last winter.	Movie night with Sarah	Playing video games with Ben	Family game night during the holidays	A rainy Saturday in April, playing board games with friends Alex and Sam at our apartment.	Me and my dad building the wooden deck in our backyard over a weekend, summer 2022.	My daughter Chloe's first steps in the backyard, walking from me to David. May 2024.	The whole family together for Thanksgiving dinner at Grandma's house, 2022.
Making pancakes with Chloe	Sunday morning making pancakes with my daughter, Chloe, in the kitchen, Feb 2024.	Chloe's 5th birthday breakfast at IHOP	Baking Christmas cookies with the family	Family dinner at a restaurant	Friends' game night at Dave's apartment, sometime last winter.	Me and Sarah hiking the Inca Trail to Machu Picchu, Peru, August 2019.	Watching the incredible sunset over the Grand Canyon during our cross-country road trip, July 2023.	Hiking trip to Zion National Park with Maria and Ben, October 2022.
Leo toddling around for the first time	Baby Leo's first steps in our living room, March 2022.	Leo's first birthday party	Baby Chloe crawling on the floor	Pictures of the living room after we redecorated	My team receiving the 'Project of the Year' award at the company gala, November 2021.	Game night with Mark and Sarah at our apartment, playing Catan, from a few months ago.	Hiking with Emily and Tom at Zion National Park, summer 2022.	My cat, Mittens, sleeping in a cardboard box that's way too small for her.
That photo of Mittens looking cozy in the sun	Our cat, Mittens, napping in a sunbeam on the living room rug on a lazy Sunday afternoon.	Our dog, Buster, playing in the yard	Mittens playing with a toy mouse	The cat sleeping on my bed	Our wedding ceremony at the botanical gardens, June 15, 2022. Sarah looked so beautiful.	Celebrating Mark's 30th birthday with a surprise party at The Old Oak pub, last spring.	Celebrating Grandma's 80th birthday at the Italian restaurant, March 2023. The whole family was there.	My first successful sourdough bread, baked on a rainy Sunday morning in October 2023.
show me the finished deck from last August	Finished building the backyard deck, celebrating with a beer. August 2023.	building the garden shed	the process of staining the deck	the barbecue we had on the new deck with friends	Presenting the Q3 project results to the team in the office conference room, October 15, 2023.	Our cat, Mittens, napping in a sunbeam on the windowsill.	Watching the cherry blossoms in full bloom in Kyoto, Japan with my sister, April 2022.	Our 5th wedding anniversary dinner at Le Bernardin, June 10, 2024.
Find photos of us playing board games	Intense game night with Sarah, Mark, and Ben. We were playing Settlers of Catan in our dining room.	Movie night with Sarah	Playing video games with Ben	Dinner party with my work colleagues	View from the summit of Mount Beacon after our hike, overlooking the Hudson Valley, Fall 2023.	The whole family carving pumpkins on the back porch for Halloween 2023.	Audio recording of Grandma telling the story about how she met Grandpa. Recorded on my phone, July 4th, 2020.	My daughter Chloe's first steps in the living room, March 2022.
